NAME:INTPTLAT,INTPTLONG                                                                                                               
Putnam County:39.665548,-86.853373                                                                                                                   
Randolph County:40.164079,-85.00579                                                                                                                  
Ripley County:39.100226,-85.260494                                                                                                                   
Rush County:39.622379,-85.466446                                                                                                                      
St. Joseph County:41.617723,-86.288048                                                                                                               
Scott County:38.679431,-85.751898                                                                                                                     
Shelby County:39.524135,-85.792174                                                                                                                   
Spencer County:38.009697,-87.010375                                                                                                                 
Starke County:41.284478,-86.644636                                                                                                                    
Steuben County:41.643467,-85.002405                                                                                                                 
Sullivan County:39.089225,-87.415843                                                                                                                
Switzerland County:38.825854,-85.029681                                                                                                               
Tippecanoe County:40.389133,-86.893554                                                                                                              
Tipton County:40.310229,-86.056207                                                                                                                      
Union County:39.623111,-84.925152                                                                                                                     
Vanderburgh County:38.02007,-87.586166                                                                                                                 
Vermillion County:39.854045,-87.462071                                                                                                                
Vigo County:39.429143,-87.390375                                                                                                                       
Wabash County:40.843747,-85.795192                                                                                                                  
Warren County:40.352658,-87.375847                                                                                                                     
Warrick County:38.097728,-87.272049                                                                                                                  
Washington County:38.600613,-86.104751                                                                                                               
Wayne County:39.863091,-85.006735                                                                                                                    
Wells County:40.735273,-85.212974                                                                                                                     
White County:40.75095,-86.864293                                                                                                                      
Whitley County:41.136426,-85.501892                                                                                                                   
Adair County:41.328528,-94.478164                                                                                                                    
Adams County:41.021656,-94.696906                                                                                                                    
Allamakee County:43.274964,-91.382751                                                                                                              
Appanoose County:40.744296,-92.873061                                                                                                              
Audubon County:41.679178,-94.904312                                                                                                                  
Benton County:42.092547,-92.05763                                                                                                                    
Black Hawk County:42.471132,-92.3076                                                                                                                
Boone County:42.038642,-93.938358                                                                                                                    
Bremer County:42.780895,-92.327356                                                                                                                  
Buchanan County:42.470328,-91.838666                                                                                                                  
Buena Vista County:42.741522,-95.141432                                                                                                             
Butler County:42.734757,-92.780153                                                                                                                    
Calhoun County:42.38617,-94.643683                                                                                                                   
Carroll County:42.039492,-94.867647                                                                                                                  
Cass County:41.333824,-94.933302                                                                                                                      
Cedar County:41.77236,-91.132611                                                                                                                     
Cerro Gordo County:43.074975,-93.250965                                                                                                               
Cherokee County:42.742737,-95.633262                                                                                                                  
Chickasaw County:43.059741,-92.31721                                                                                                                 
Clarke County:41.029191,-93.784096                                                                                                                   
Clay County:43.081224,-95.149875                                                                                                                    
Clayton County:42.840985,-91.323576                                                                                                                
Clinton County:41.898073,-90.534243                                                                                                                
Crawford County:42.043119,-95.38909                                                                                                                   
Dallas County:41.68532,-94.040706                                                                                                                     
Davis County:40.748089,-92.410345                                                                                                                    
Decatur County:40.736379,-93.78458                                                                                                                   
Delaware County:42.472937,-91.366767                                                                                                                 
Des Moines County:40.915339,-91.186925                                                                                                             
Dickinson County:43.389611,-95.196057                                                                                                                
Dubuque County:42.463481,-90.878771                                                                                                                 
Emmet County:43.377984,-94.66937                                                                                                                     
Fayette County:42.864122,-91.840376                                                                                                                    
Floyd County:43.052741,-92.787367                                                                                                                    
Franklin County:42.736545,-93.271415                                                                                                                 
Fremont County:40.74259,-95.599182                                                                                                                  
Greene County:42.042494,-94.388703                                                                                                                   
Grundy County:42.403339,-92.790244                                                                                                                     
Guthrie County:41.683573,-94.501272                                                                                                                   
Hamilton County:42.390768,-93.709198                                                                                                                 
Hancock County:43.075411,-93.743697                                                                                                                  
Hardin County:42.390208,-93.241669                                                                                                                    
Harrison County:41.688584,-95.827149                                                                                                                
Henry County:40.984802,-91.547259                                                                                                                     
Howard County:43.365312,-92.321908                                                                                                                     
Humboldt County:42.782221,-94.202775                                                                                                                 
Ida County:42.39186,-95.507421                                                                                                                       
Iowa County:41.683918,-92.059123                                                                                                                     
Jackson County:42.164226,-90.574582                                                                                                                
Jasper County:41.685551,-93.054147                                                                                                                    
Jefferson County:41.005888,-91.966634                                                                                                                
Johnson County:41.670668,-91.590529                                                                                                                
Jones County:42.125118,-91.116914                                                                                                                     
Keokuk County:41.331182,-92.167721                                                                                                                   
Kossuth County:43.212478,-94.213983                                                                                                                  
Lee County:40.647588,-91.477157                                                                                                                     
Linn County:42.077951,-91.597674                                                                                                                    
Louisa County:41.218211,-91.256994                                                                                                                 
Lucas County:41.033344,-93.331467                                                                                                                    
Lyon County:43.38358,-96.207201                                                                                                                        
Madison County:41.330622,-94.015184                                                                                                                  
Mahaska County:41.330797,-92.636366                                                                                                                  
Marion County:41.331455,-93.093849                                                                                                                 
Marshall County:42.041691,-92.981452                                                                                                                 
Mills County:41.033703,-95.619101                                                                                                                     
Mitchell County:43.348564,-92.784466                                                                                                                 
Monona County:42.049432,-95.956566                                                                                                                  
Monroe County:41.028847,-92.869642                                                                                                                   
Montgomery County:41.021735,-95.15779                                                                                                                
Muscatine County:41.483776,-91.118699                                                                                                              
O'Brien County:43.083746,-95.625624                                                                                                                   
Osceola County:43.378542,-95.633788                                                                                                                  
Page County:40.73909,-95.14429                                                                                                                       
Palo Alto County:43.075337,-94.669055                                                                                                               
Plymouth County:42.737585,-96.215864                                                                                                                  
Pocahontas County:42.734033,-94.678279                                                                                                               
Polk County:41.684816,-93.568971                                                                                                                   
Pottawattamie County:41.340184,-95.544905                                                                                                           
Poweshiek County:41.684526,-92.522882                                                                                                                
Ringgold County:40.735334,-94.244251                                                                                                                 
Sac County:42.387526,-95.105224                                                                                                                      
Scott County:41.642079,-90.622289                                                                                                                  
Shelby County:41.679014,-95.308917                                                                                                                   
Sioux County:43.082646,-96.17801                                                                                                                     
Story County:42.037538,-93.466093                                                                                                                    
Tama County:42.074848,-92.529411                                                                                                                     
Taylor County:40.737949,-94.697108                                                                                                                   
Union County:41.02855,-94.245091                                                                                                                     
Van Buren County:40.754117,-91.952943                                                                                                                
Wapello County:41.031275,-92.409466                                                                                                                 
Warren County:41.332446,-93.568751                                                                                                                   
Washington County:41.329401,-91.725052                                                                                                               
Wayne County:40.739983,-93.332613                                                                                                                      
Webster County:42.433579,-94.175831                                                                                                                  
Winnebago County:43.378124,-93.743488                                                                                                                
Winneshiek County:43.292989,-91.850788                                                                                                                
Woodbury County:42.39322,-96.053296                                                                                                                  
Worth County:43.373491,-93.248533                                                                                                                    
Wright County:42.733007,-93.734735                                                                                                                   
Allen County:37.884228,-95.300945                                                                                                                   
Anderson County:38.215114,-95.292046                                                                                                                
Atchison County:39.532544,-95.313397                                                                                                                 
Barber County:37.222906,-98.685052                                                                                                                  
Barton County:38.481239,-98.767837                                                                                                                  
Bourbon County:37.8561,-94.850928                                                                                                                    
Brown County:39.825931,-95.569905                                                                                                                    
Butler County:37.773649,-96.83884                                                                                                                 
Chase County:38.299475,-96.594029                                                                                                                   
Chautauqua County:37.154259,-96.245396                                                                                                              
Cherokee County:37.169392,-94.845698                                                                                                                 
Cheyenne County:39.789917,-101.727325                                                                                                                
Clark County:37.233831,-99.813869                                                                                                                     
Clay County:39.344964,-97.168853                                                                                                                   
Cloud County:39.487329,-97.64139                                                                                                                     
Coffey County:38.23645,-95.729137                                                                                                                  
Comanche County:37.181442,-99.251293                                                                                                                 
Cowley County:37.234507,-96.837247                                                                                                                 
Crawford County:37.505821,-94.853897                                                                                                                
Decatur County:39.783542,-100.459708                                                                                                                  
Dickinson County:38.867735,-97.157943                                                                                                               
Doniphan County:39.788502,-95.147225                                                                                                                
Douglas County:38.896417,-95.290947                                                                                                                
Edwards County:37.883595,-99.304746                                                                                                                    
Elk County:37.456026,-96.244642                                                                                                                     
Ellis County:38.914597,-99.317313                                                                                                                    
Ellsworth County:38.700845,-98.205355                                                                                                                
Finney County:38.049808,-100.739967                                                                                                                 
Ford County:37.688416,-99.884748                                                                                                                     
Franklin County:38.558019,-95.278962                                                                                                                
Geary County:39.002139,-96.7681                                                                                                                     
Gove County:38.917239,-100.48736                                                                                                                     
Graham County:39.354972,-99.879894                                                                                                                    
Grant County:37.547537,-101.299362                                                                                                                    
Gray County:37.744513,-100.451716                                                                                                                     
Greeley County:38.480404,-101.80597                                                                                                                           
Greenwood County:37.879347,-96.241732                                                                                                              
Hamilton County:37.995244,-101.793689                                                                                                                
Harper County:37.188184,-98.06659                                                                                                                    
Harvey County:38.050144,-97.436706                                                                                                                   
Haskell County:37.554979,-100.879952                                                                                                                  
Hodgeman County:38.087493,-99.898407                                                                                                                  
Jackson County:39.411145,-95.794485                                                                                                                  
Jefferson County:39.239644,-95.375314                                                                                                               
Jewell County:39.777002,-98.222618                                                                                                                  
Johnson County:38.883907,-94.82233                                                                                                                  
Kearny County:37.994461,-101.308136                                                                                                                  
Kingman County:37.552951,-98.144529                                                                                                                   
Kiowa County:37.561231,-99.286539                                                                                                                       
Labette County:37.191468,-95.297473                                                                                                                 
Lane County:38.481286,-100.466185                                                                                                                     
Leavenworth County:39.189511,-95.038977                                                                                                             
Lincoln County:39.04728,-98.214284                                                                                                                   
Linn County:38.216549,-94.844932                                                                                                                   
Logan County:38.91327,-101.157402                                                                                                                    
Lyon County:38.455403,-96.161641                                                                                                                    
McPherson County:38.395812,-97.647489                                                                                                                
Marion County:38.359647,-97.102771                                                                                                                  
Marshall County:39.782709,-96.521243                                                                                                                
Meade County:37.243886,-100.360094                                                                                                                   
Miami County:38.566772,-94.832963                                                                                                                  
Mitchell County:39.393026,-98.207362                                                                                                               
Montgomery County:37.189537,-95.742403                                                                                                              
Morris County:38.688204,-96.651448                                                                                                                  
Morton County:37.185249,-101.809516                                                                                                                   
Nemaha County:39.791043,-96.005381                                                                                                                    
Neosho County:37.564283,-95.315682                                                                                                                  
Ness County:38.480437,-99.908745                                                                                                                     
Norton County:39.783867,-99.899235                                                                                                                   
Osage County:38.650215,-95.708255                                                                                                                  
Osborne County:39.348261,-98.767942                                                                                                                  
Ottawa County:39.137963,-97.654802                                                                                                                    
Pawnee County:38.181477,-99.234772                                                                                                                    
Phillips County:39.784506,-99.34215                                                                                                                 
Pottawatomie County:39.382187,-96.337113                                                                                                            
Pratt County:37.647594,-98.74012                                                                                                                     
Rawlins County:39.786198,-101.076738                                                                                                                  
Reno County:37.948185,-98.078346                                                                                                                  
Republic County:39.828906,-97.650883                                                                                                                  
Rice County:38.347178,-98.201415                                                                                                                     
Riley County:39.291211,-96.727489                                                                                                                    
Rooks County:39.346006,-99.324492                                                                                                                   
Rush County:38.523596,-99.309184                                                                                                                       
Russell County:38.91604,-98.770949                                                                                                                  
Saline County:38.791804,-97.651478                                                                                                                   
Scott County:38.481877,-100.90636                                                                                                                     
Sedgwick County:37.681045,-97.461054                                                                                                               
Seward County:37.18096,-100.855257                                                                                                                   
Shawnee County:39.041805,-95.755664                                                                                                                
Sheridan County:39.350547,-100.441228                                                                                                                  
Sherman County:39.351352,-101.719859                                                                                                                 
Smith County:39.78466,-98.785429                                                                                                                       
Stafford County:38.03563,-98.719889                                                                                                                  
Stanton County:37.565932,-101.789383                                                                                                                  
Stevens County:37.2017,-101.317268                                                                                                                      
Sumner County:37.236662,-97.493352                                                                                                                    
Thomas County:39.357713,-101.083386                                                                                                                  
Trego County:38.921302,-99.865423                                                                                                                  
Wabaunsee County:38.955154,-96.201262                                                                                                               
Wallace County:38.926626,-101.771103                                                                                                                  
Washington County:39.776714,-97.095611                                                                                                               
Wichita County:38.481922,-101.347434                                                                                                                   
Wilson County:37.558515,-95.745175                                                                                                                  
Woodson County:37.888193,-95.758469                                                                                                                 
Wyandotte County:39.115384,-94.763087                                                                                                                
Adair County:37.105559,-85.28138                                                                                                                    
Allen County:36.75077,-86.192458                                                                                                                     
Anderson County:38.005396,-84.986417                                                                                                                  
Ballard County:37.051323,-89.010367                                                                                                                 
Barren County:36.962805,-85.932108                                                                                                                 
Bath County:38.152249,-83.737641                                                                                                                     
Bell County:36.728928,-83.680718                                                                                                                      
Boone County:38.9589,-84.736371                                                                                                                     
Bourbon County:38.202562,-84.20986                                                                                                                    
Boyd County:38.360004,-82.681406                                                                                                                      
Boyle County:37.618104,-84.868352                                                                                                                      
Bracken County:38.680365,-84.115235                                                                                                                  
Breathitt County:37.517807,-83.317158                                                                                                                
Breckinridge County:37.777988,-86.432919                                                                                                           
Bullitt County:37.969945,-85.702636                                                                                                                   
Butler County:37.207013,-86.682471                                                                                                                  
Caldwell County:37.148642,-87.870509                                                                                                                   
Calloway County:36.620978,-88.274086                                                                                                                 
Campbell County:38.946981,-84.379583                                                                                                                   
Carlisle County:36.85718,-88.976614                                                                                                                    
Carroll County:38.668394,-85.124024                                                                                                                   
Carter County:38.309549,-83.048796                                                                                                                   
Casey County:37.321962,-84.92822                                                                                                                     
Christian County:36.892059,-87.492986                                                                                                                
Clark County:37.970314,-84.145115                                                                                                                     
Clay County:37.164273,-83.715473                                                                                                                     
Clinton County:36.727258,-85.136098                                                                                                                   
Crittenden County:37.358149,-88.10501                                                                                                               
Cumberland County:36.782372,-85.388484                                                                                                               
Daviess County:37.731671,-87.087139                                                                                                                 
Edmonson County:37.227514,-86.218015                                                                                                                 
Elliott County:38.116883,-83.096116                                                                                                                   
Estill County:37.692449,-83.963983                                                                                                                    
Fayette County:38.040675,-84.458274                                                                                                                     
Fleming County:38.367848,-83.699205                                                                                                                   
Floyd County:37.552456,-82.739724                                                                                                                    
Franklin County:38.234919,-84.868786                                                                                                                 
Fulton County:36.552511,-89.187659                                                                                                                  
Gallatin County:38.760103,-84.862153                                                                                                                  
Garrard County:37.630162,-84.545856                                                                                                                   
Grant County:38.649167,-84.625924                                                                                                                     
Graves County:36.723344,-88.649897                                                                                                                  
Grayson County:37.458577,-86.344011                                                                                                                
Green County:37.275382,-85.578483                                                                                                                     
Greenup County:38.563562,-82.93382                                                                                                                   
Hancock County:37.843325,-86.792761                                                                                                                 
Hardin County:37.695836,-85.963183                                                                                                                  
Harlan County:36.859223,-83.221497                                                                                                                   
Harrison County:38.444578,-84.334131                                                                                                                  
Hart County:37.309097,-85.882123                                                                                                                    
Henderson County:37.792542,-87.572577                                                                                                              
Henry County:38.451383,-85.119647                                                                                                                    
Hickman County:36.675896,-88.972084                                                                                                                 
Hopkins County:37.31107,-87.542196                                                                                                                 
Jackson County:37.403458,-84.020576                                                                                                                   
Jefferson County:38.189532,-85.657624                                                                                                               
Jessamine County:37.873291,-84.58396                                                                                                                  
Johnson County:37.847756,-82.830121                                                                                                                   
Kenton County:38.930503,-84.533438                                                                                                                    
Knott County:37.354368,-82.952546                                                                                                                     
Knox County:36.8885,-83.855551                                                                                                                       
Larue County:37.544462,-85.696841                                                                                                                     
Laurel County:37.113268,-84.119395                                                                                                                  
Lawrence County:38.074453,-82.73829                                                                                                                 
Lee County:37.608116,-83.719248                                                                                                                         
Leslie County:37.087846,-83.388617                                                                                                                   
Letcher County:37.118536,-82.861251                                                                                                                    
Lewis County:38.535047,-83.370143                                                                                                                   
Lincoln County:37.457174,-84.658335                                                                                                                   
Livingston County:37.209517,-88.363426                                                                                                              
Logan County:36.859607,-86.881288                                                                                                                   
