NAME:INTPTLAT,INTPTLONG                                                                                                               
Vernon County:37.850196,-94.341597                                                                                                                 
Warren County:38.761902,-91.159306                                                                                                                  
Washington County:37.942611,-90.897018                                                                                                               
Wayne County:37.111074,-90.453931                                                                                                                  
Webster County:37.280804,-92.87608                                                                                                                   
Worth County:40.480499,-94.419198                                                                                                                      
Wright County:37.267633,-92.479989                                                                                                                   
St. Louis city:38.635699,-90.244582                                                                                                                   
Beaverhead County:45.133863,-112.892869                                                                                                          
Big Horn County:45.407869,-107.518163                                                                                                            
Blaine County:48.428282,-108.967648                                                                                                              
Broadwater County:46.329849,-111.497873                                                                                                          
Carbon County:45.224468,-109.028554                                                                                                               
Carter County:45.516825,-104.515324                                                                                                                 
Cascade County:47.316575,-111.350262                                                                                                              
Chouteau County:47.886834,-110.4362                                                                                                              
Custer County:46.261414,-105.550352                                                                                                                
Daniels County:48.794429,-105.541739                                                                                                                
Dawson County:47.26613,-104.898271                                                                                                                
Deer Lodge County:46.094672,-113.141624                                                                                                              
Fallon County:46.318184,-104.405718                                                                                                                 
Fergus County:47.225221,-109.232138                                                                                                              
Flathead County:48.314678,-114.054295                                                                                                          
Gallatin County:45.518054,-111.163921                                                                                                              
Garfield County:47.267184,-106.995991                                                                                                           
Glacier County:48.705671,-112.990502                                                                                                             
Golden Valley County:46.380624,-109.174586                                                                                                          
Granite County:46.395955,-113.427356                                                                                                               
Hill County:48.631959,-110.106321                                                                                                                   
Jefferson County:46.124232,-112.059428                                                                                                               
Judith Basin County:47.032558,-110.30532                                                                                                            
Lake County:47.642901,-114.083687                                                                                                               
Lewis and Clark County:47.132013,-112.373367                                                                                                     
Liberty County:48.559654,-111.036924                                                                                                              
Lincoln County:48.552385,-115.463185                                                                                                             
McCone County:47.629628,-105.757222                                                                                                              
Madison County:45.32529,-111.913791                                                                                                               
Meagher County:46.5857,-110.92174                                                                                                                   
Mineral County:47.151942,-115.065627                                                                                                                
Missoula County:47.027263,-113.892691                                                                                                             
Musselshell County:46.505281,-108.439763                                                                                                            
Park County:45.421429,-110.53276                                                                                                                  
Petroleum County:47.141917,-108.226575                                                                                                            
Phillips County:48.250143,-107.928897                                                                                                           
Pondera County:48.228604,-112.220761                                                                                                              
Powder River County:45.408926,-105.555344                                                                                                           
Powell County:46.844225,-112.9311                                                                                                                  
Prairie County:46.812384,-105.503994                                                                                                               
Ravalli County:46.077744,-114.105795                                                                                                               
Richland County:47.785633,-104.563408                                                                                                              
Roosevelt County:48.282747,-104.99517                                                                                                             
Rosebud County:46.173233,-106.666746                                                                                                             
Sanders County:47.756497,-115.180306                                                                                                              
Sheridan County:48.705523,-104.533913                                                                                                              
Silver Bow County:45.896232,-112.660071                                                                                                              
Stillwater County:45.658545,-109.381576                                                                                                            
Sweet Grass County:45.811292,-109.944796                                                                                                           
Teton County:47.819035,-112.281725                                                                                                                
Toole County:48.645125,-111.733472                                                                                                                
Treasure County:46.229441,-107.285772                                                                                                               
Valley County:48.34985,-106.670424                                                                                                               
Wheatland County:46.497047,-109.857147                                                                                                             
Wibaux County:46.962966,-104.274518                                                                                                                  
Yellowstone County:45.936987,-108.276656                                                                                                          
Adams County:40.520632,-98.500044                                                                                                                    
Antelope County:42.183225,-98.058037                                                                                                                 
Arthur County:41.57193,-101.695917                                                                                                                   
Banner County:41.53975,-103.726263                                                                                                                    
Blaine County:41.931945,-99.996407                                                                                                                   
Boone County:41.703934,-98.070476                                                                                                                    
Box Butte County:42.21038,-103.081779                                                                                                               
Boyd County:42.894448,-98.773022                                                                                                                    
Brown County:42.359562,-99.92392                                                                                                                    
Buffalo County:40.855226,-99.074983                                                                                                                  
Burt County:41.854179,-96.337746                                                                                                                    
Butler County:41.226072,-97.132039                                                                                                                   
Cass County:40.909878,-96.140609                                                                                                                    
Cedar County:42.60456,-97.25687                                                                                                                     
Chase County:40.53039,-101.694192                                                                                                                     
Cherry County:42.571323,-101.047653                                                                                                              
Cheyenne County:41.214236,-103.011929                                                                                                                
Clay County:40.523669,-98.050858                                                                                                                     
Colfax County:41.57496,-97.088945                                                                                                                   
Cuming County:41.915865,-96.788517                                                                                                                  
Custer County:41.393893,-99.726866                                                                                                                    
Dakota County:42.391645,-96.561356                                                                                                                    
Dawes County:42.711214,-103.134872                                                                                                                 
Dawson County:40.867378,-99.815154                                                                                                                 
Deuel County:41.111903,-102.332609                                                                                                                   
Dixon County:42.48528,-96.855862                                                                                                                     
Dodge County:41.577008,-96.645853                                                                                                                  
Douglas County:41.297091,-96.154066                                                                                                                 
Dundy County:40.180165,-101.681133                                                                                                                   
Fillmore County:40.52504,-97.596705                                                                                                                  
Franklin County:40.183203,-98.96208                                                                                                                   
Frontier County:40.530947,-100.406683                                                                                                               
Furnas County:40.191865,-99.909663                                                                                                                   
Gage County:40.255234,-96.683453                                                                                                                    
Garden County:41.633364,-102.302985                                                                                                               
Garfield County:41.906868,-98.951231                                                                                                                  
Gosper County:40.509095,-99.823206                                                                                                                  
Grant County:41.913957,-101.755965                                                                                                                  
Greeley County:41.567571,-98.530565                                                                                                                  
Hall County:40.866027,-98.502664                                                                                                                    
Hamilton County:40.872817,-98.022329                                                                                                                 
Harlan County:40.178766,-99.403418                                                                                                                 
Hayes County:40.537234,-101.047963                                                                                                                     
Hitchcock County:40.176896,-101.044217                                                                                                              
Holt County:42.459287,-98.784766                                                                                                                   
Hooker County:41.920317,-101.117324                                                                                                                    
Howard County:41.216851,-98.513342                                                                                                                  
Jefferson County:40.175736,-97.143103                                                                                                               
Johnson County:40.39501,-96.265367                                                                                                                    
Kearney County:40.50912,-98.947602                                                                                                                    
Keith County:41.194245,-101.644449                                                                                                                 
Keya Paha County:42.87548,-99.718351                                                                                                                 
Kimball County:41.199274,-103.703153                                                                                                                 
Knox County:42.634404,-97.891349                                                                                                                  
Lancaster County:40.783547,-96.688658                                                                                                                
Lincoln County:41.050322,-100.744481                                                                                                              
Logan County:41.542155,-100.443665                                                                                                                   
Loup County:41.903183,-99.509852                                                                                                                    
McPherson County:41.648414,-101.120851                                                                                                               
Madison County:41.909929,-97.606856                                                                                                                  
Merrick County:41.16979,-98.031057                                                                                                                 
Morrill County:41.732204,-102.990594                                                                                                               
Nance County:41.402385,-97.991408                                                                                                                   
Nemaha County:40.387389,-95.852721                                                                                                                   
Nuckolls County:40.176492,-98.046842                                                                                                                 
Otoe County:40.637992,-96.131027                                                                                                                     
Pawnee County:40.13785,-96.245225                                                                                                                    
Perkins County:40.857646,-101.627468                                                                                                                 
Phelps County:40.516365,-99.406557                                                                                                                    
Pierce County:42.271413,-97.610992                                                                                                                   
Platte County:41.576866,-97.513467                                                                                                                   
Polk County:41.187925,-97.570663                                                                                                                     
Red Willow County:40.16942,-100.468576                                                                                                                  
Richardson County:40.123743,-95.718603                                                                                                               
Rock County:42.394749,-99.420851                                                                                                                    
Saline County:40.516802,-97.131755                                                                                                                   
Sarpy County:41.115064,-96.109125                                                                                                                    
Saunders County:41.223388,-96.642097                                                                                                                 
Scotts Bluff County:41.850331,-103.701549                                                                                                           
Seward County:40.871944,-97.140383                                                                                                                   
Sheridan County:42.512289,-102.36828                                                                                                               
Sherman County:41.218743,-98.972849                                                                                                                 
Sioux County:42.470668,-103.73217                                                                                                                   
Stanton County:41.905045,-97.177109                                                                                                                  
Thayer County:40.173845,-97.596263                                                                                                                   
Thomas County:41.85573,-100.524703                                                                                                                     
Thurston County:42.154061,-96.533943                                                                                                                 
Valley County:41.564094,-98.983484                                                                                                                   
Washington County:41.533973,-96.224577                                                                                                               
Wayne County:42.210746,-97.126243                                                                                                                    
Webster County:40.180646,-98.49859                                                                                                                     
Wheeler County:41.922575,-98.520853                                                                                                                  
York County:40.873056,-97.596742                                                                                                                      
Churchill County:39.53771,-118.264166                                                                                                           
Clark County:36.214257,-115.013812                                                                                                             
Douglas County:38.905129,-119.609019                                                                                                               
Elko County:41.141133,-115.351424                                                                                                               
Esmeralda County:37.778966,-117.632382                                                                                                             
Eureka County:39.977788,-116.272208                                                                                                                
Humboldt County:41.407914,-118.127591                                                                                                            
Lander County:39.90021,-117.04724                                                                                                                   
Lincoln County:37.634605,-114.863037                                                                                                              
Lyon County:39.022213,-119.197425                                                                                                                 
Mineral County:38.516647,-118.416279                                                                                                             
Nye County:37.965864,-116.459011                                                                                                                
Pershing County:40.439639,-118.409477                                                                                                            
Storey County:39.438385,-119.524646                                                                                                                   
Washoe County:40.73132,-119.663269                                                                                                              
White Pine County:39.418234,-114.900605                                                                                                           
Carson City:39.15306,-119.747368                                                                                                                    
Belknap County:43.519109,-71.425366                                                                                                               
Carroll County:43.867774,-71.20156                                                                                                                
Cheshire County:42.92546,-72.248183                                                                                                                
Coos County:44.652548,-71.289431                                                                                                                  
Grafton County:43.926439,-71.842424                                                                                                                
Hillsborough County:42.911532,-71.723055                                                                                                           
Merrimack County:43.299579,-71.680041                                                                                                              
Rockingham County:42.988664,-71.09908                                                                                                             
Strafford County:43.293272,-71.035589                                                                                                                
Sullivan County:43.361188,-72.222084                                                                                                               
Atlantic County:39.469355,-74.633759                                                                                                              
Bergen County:40.959698,-74.074727                                                                                                                  
Burlington County:39.875786,-74.663006                                                                                                             
Camden County:39.802407,-74.961249                                                                                                                     
Cape May County:39.085841,-74.846354                                                                                                              
Cumberland County:39.328434,-75.121628                                                                                                           
Essex County:40.7874,-74.246292                                                                                                                       
Gloucester County:39.722875,-75.145679                                                                                                              
Hudson County:40.731375,-74.078601                                                                                                                     
Hunterdon County:40.565283,-74.911969                                                                                                               
Mercer County:40.282503,-74.703724                                                                                                                    
Middlesex County:40.439621,-74.40743                                                                                                                
Monmouth County:40.287048,-74.152446                                                                                                             
Morris County:40.858896,-74.547292                                                                                                                 
Ocean County:39.865669,-74.258864                                                                                                                
Passaic County:41.03789,-74.29828                                                                                                                   
Salem County:39.573828,-75.357356                                                                                                                   
Somerset County:40.565527,-74.619938                                                                                                                  
Sussex County:41.137461,-74.691914                                                                                                                 
Union County:40.659871,-74.308696                                                                                                                     
Warren County:40.853491,-75.009498                                                                                                                   
Bernalillo County:35.053628,-106.66908                                                                                                             
Catron County:33.901621,-108.391928                                                                                                               
Chaves County:33.361604,-104.469837                                                                                                               
Cibola County:34.928272,-107.99268                                                                                                                 
Colfax County:36.612964,-104.64011                                                                                                                
Curry County:34.572984,-103.346055                                                                                                                  
De Baca County:34.359273,-104.368696                                                                                                              
Doña Ana County:32.349919,-106.834968                                                                                                              
Eddy County:32.457835,-104.306434                                                                                                                
Grant County:32.732087,-108.381504                                                                                                                
Guadalupe County:34.869782,-104.784968                                                                                                              
Harding County:35.858516,-103.847925                                                                                                                
Hidalgo County:31.898052,-108.751929                                                                                                               
Lea County:32.795687,-103.413271                                                                                                                    
Lincoln County:33.740841,-105.449805                                                                                                                
Los Alamos County:35.870047,-106.307968                                                                                                                 
Luna County:32.184523,-107.747191                                                                                                                    
McKinley County:35.583878,-108.253266                                                                                                             
Mora County:35.982841,-104.921898                                                                                                                   
Otero County:32.615599,-105.751308                                                                                                               
Quay County:35.107018,-103.548071                                                                                                                  
Rio Arriba County:36.509669,-106.693983                                                                                                          
Roosevelt County:34.021207,-103.483004                                                                                                             
Sandoval County:35.685091,-106.883119                                                                                                               
San Juan County:36.511624,-108.324578                                                                                                            
San Miguel County:35.476859,-104.803519                                                                                                          
Santa Fe County:35.51453,-105.963972                                                                                                                
Sierra County:33.119468,-107.188161                                                                                                             
Socorro County:33.991658,-106.939136                                                                                                                
Taos County:36.576529,-105.637986                                                                                                                   
Torrance County:34.554978,-105.890557                                                                                                               
Union County:36.488085,-103.475723                                                                                                                 
Valencia County:34.71684,-106.806582                                                                                                                
Albany County:42.58824,-73.97401                                                                                                                   
Allegany County:42.247853,-78.026153                                                                                                                
Bronx County:40.848711,-73.852939                                                                                                                     
Broome County:42.161977,-75.830283                                                                                                                  
Cattaraugus County:42.239099,-78.662332                                                                                                           
Cayuga County:43.008546,-76.574587                                                                                                               
Chautauqua County:42.304216,-79.407595                                                                                                         
Chemung County:42.15528,-76.747179                                                                                                                   
Chenango County:42.478024,-75.602241                                                                                                                
Clinton County:44.752712,-73.705643                                                                                                               
Columbia County:42.247729,-73.626806                                                                                                               
Cortland County:42.594039,-76.07624                                                                                                                  
Delaware County:42.193986,-74.966728                                                                                                              
Dutchess County:41.75477,-73.740041                                                                                                                
Erie County:42.752759,-78.778192                                                                                                                
Essex County:44.109601,-73.778431                                                                                                               
Franklin County:44.594376,-74.31067                                                                                                              
Fulton County:43.115609,-74.423678                                                                                                                   
Genesee County:43.00091,-78.192778                                                                                                                    
Greene County:42.279821,-74.142025                                                                                                                 
Hamilton County:43.657879,-74.502456                                                                                                             
Herkimer County:43.407489,-75.011683                                                                                                             
Jefferson County:43.996389,-76.052968                                                                                                          
Kings County:40.635045,-73.95064                                                                                                                     
Lewis County:43.782681,-75.44414                                                                                                                  
Livingston County:42.727485,-77.769779                                                                                                              
Madison County:42.910026,-75.663575                                                                                                                 
Monroe County:43.464484,-77.664658                                                                                                              
Montgomery County:42.900891,-74.435357                                                                                                              
Nassau County:40.729612,-73.589414                                                                                                                
New York County:40.776642,-73.970187                                                                                                                   
Niagara County:43.456731,-78.792142                                                                                                             
Oneida County:43.242727,-75.434282                                                                                                               
Onondaga County:43.006516,-76.196134                                                                                                               
Ontario County:42.856357,-77.303497                                                                                                                 
Orange County:41.40241,-74.306252                                                                                                                  
Orleans County:43.502287,-78.229726                                                                                                             
Oswego County:43.461443,-76.209262                                                                                                               
Otsego County:42.629776,-75.028841                                                                                                                
Putnam County:41.427907,-73.743861                                                                                                                  
Queens County:40.658566,-73.838017                                                                                                                 
Rensselaer County:42.710421,-73.513845                                                                                                             
Richmond County:40.561263,-74.1399                                                                                                                   
Rockland County:41.154628,-74.024662                                                                                                                
St. Lawrence County:44.488112,-75.074311                                                                                                        
Saratoga County:43.106135,-73.855387                                                                                                               
Schenectady County:42.817552,-74.043559                                                                                                              
Schoharie County:42.591294,-74.438172                                                                                                               
Schuyler County:42.419776,-76.938603                                                                                                                
Seneca County:42.782294,-76.827088                                                                                                                  
Steuben County:42.266725,-77.385525                                                                                                               
Suffolk County:40.943554,-72.692218                                                                                                            
Sullivan County:41.719993,-74.771577                                                                                                               
Tioga County:42.178057,-76.297456                                                                                                                     
Tompkins County:42.453006,-76.473483                                                                                                               
Ulster County:41.947212,-74.265458                                                                                                                
Warren County:43.555105,-73.838139                                                                                                                
Washington County:43.312377,-73.439428                                                                                                             
Wayne County:43.458758,-77.063164                                                                                                                
Westchester County:41.152686,-73.745753                                                                                                           
Wyoming County:42.701363,-78.228567                                                                                                                  
Yates County:42.638237,-77.104324                                                                                                                   
Alamance County:36.043954,-79.400573                                                                                                               
Alexander County:35.920951,-81.177467                                                                                                                 
Alleghany County:36.489356,-81.132299                                                                                                                 
Anson County:34.974972,-80.109763                                                                                                                   
